Product_Names,Original_price,Discounted_price,Description,Ratings,Image_links,Color,Ram,brand
"POCO X5 5G (Supernova Green, 128 GB)","23,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/m/j/u/-original-imagch29bxhbyjju.jpeg?q=70,Green, 128 GB,POCO
Kechaoda K10,"23,999","1,050",32 MB RAM | 32 MB ROM1.68 cm (0.66 inch) NA Display300 mAh Battery1 Year Manufacturer Warranty,3.9,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/t/j/narzo-n55-rmx3710-realme-original-imagzufmktk2crzq.jpeg?q=70,Green,0,Kechaoda
"SAMSUNG Galaxy A54 5G (Awesome White, 256 GB)","7,199","40,999","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",3.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/s/c/spark-go-2023-bf7-tecno-original-imagqjbwxhj6dptu.jpeg?q=70,White, 256 GB,SAMSUNG
"POCO X5 Pro 5G (Astral Black, 128 GB)","20,999","18,499",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/v/z/-original-imaggcerjgnshnyw.jpeg?q=70,Black, 128 GB,POCO
"SAMSUNG Galaxy A22 (Black, 128 GB)","7,199","12,990",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh BatteryMediaTek Helio G80 (MT6769V) Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,3.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Black, 128 GB,SAMSUNG
"POCO M4 5G (Power Black, 128 GB)","1,599","12,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion Polymer BatteryMediatek Dimensity 700 Processor1 Year Warranty for Handset and 6 Months for Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/l26hdow0/mobile/p/k/h/k16-new-k16-new-i-kall-original-imagdks6yzng8agq.jpeg?q=70,Black, 128 GB,POCO
DIZO Star 300,"14,999","1,298",32 MB RAM | 32 MB ROM | Expandable Upto 64 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera2550 mAh BatterySC6531E Processor1 Year Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/r/w/k55-pro-the-music-house-4-k55-pro-kechaoda-original-imaguzzn5dma6gbj.jpeg?q=70,Black,0,DIZO
HOTLINE H312,"74,999",649,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery1 Year Domestic Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/s/8/-original-imagmkjf9wqjurgf.jpeg?q=70,Black,0,HOTLINE
"POCO X5 Pro 5G (Astral Black, 256 GB)","20,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,3.9,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/m/j/u/-original-imagch29bxhbyjju.jpeg?q=70,Black, 256 GB,POCO
GFive Rose 999,"2,499",999,32 MB RAM | 16 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera3000 mAh Battery3 Months Manufacturer warranty.,4.3,https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/m/j/u/-original-imagch29bxhbyjju.jpeg?q=70,Black,0,GFive
LAVA A3,"1,499","1,319",0 GB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera | 0.3MP Front Camera1750 mAh Battery1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,3.8,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/g/b/x/k112-k112-kechaoda-original-imag4zynzykwkwvn.jpeg?q=70,Black,0,LAVA
"POCO X5 Pro 5G (Horizon Blue, 256 GB)","28,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/n/r/narzo-n53-rmx3761-realme-original-imagpygzxcuysz9k.jpeg?q=70,Blue, 256 GB,POCO
Kechaoda K10,"1,299","1,050",32 MB RAM | 32 MB ROM1.68 cm (0.66 inch) NA Display300 mAh Battery1 Year Manufacturer Warranty,4.7,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/q/q/-original-imagnqpnkkzmgv7h.jpeg?q=70,Black,0,Kechaoda
KARBONN K531,"1,499","1,389",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1800 mAh Battery1 YEAR DOMESTIC WARRANTY,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/j/i/pop-7-pro-bf7h-tecno-original-imagzj59ykd7ckcs.jpeg?q=70,Black,0,KARBONN
"IQOO Z6 Lite 5G (With Charger) (Stellar Green, 128 GB)","25,999","14,294",6 GB RAM | 128 GB ROM16.97 cm (6.68 inch) Display50MP Rear Camera5000 mAh Battery1 Year,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/e/b/-original-imagqxtvkzqcczqj.jpeg?q=70,Black,0,IQOO
"REDMI 12C (Matte Black, 6 GB)","20,999","9,450",128 GB RAM | 6 GB ROM17.04 cm (6.71 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset And 6 Month For Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Black, 6 GB,REDMI
"POCO X5 5G (Wildcat Blue, 256 GB)","1,499","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/x/t/-original-imagtc6ffhgm3f2g.jpeg?q=70,Blue, 256 GB,POCO
"APPLE iPhone 15 Plus (Yellow, 256 GB)","23,999","99,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/q/k/-original-imagkp8f9vrfqtfg.jpeg?q=70,Yellow, 256 GB,APPLE
"LAVA Blaze Pro 5G (Radiant Pearl, 128 GB)","25,999","12,969",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP Rear Camera5000 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/ktszgy80/mobile/1/x/w/k9-yuva-k9-yuva-karbonn-original-imag72uf3tchyzz6.jpeg?q=70,Pearl, 128 GB,LAVA
"SAMSUNG Galaxy S21 FE 5G (Lavender, 128 GB)","1,799","31,999",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion Battery5nm Exynos 2100 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70,Lavender, 128 GB,SAMSUNG
Kechaoda K66,"23,999","1,299",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display1.3MP Rear Camera400 mAh Battery1 Year  Brand warranty,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/d/r/-original-imagmym54wrhzgpn.jpeg?q=70,Blue,0,Kechaoda
Kechaoda K33,"21,999","1,120",32 MB RAM | 32 MB ROM3.56 cm (1.4 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/kvsfhjk0/mobile/v/s/o/x809-x809-micromax-original-imag8hzdhsmvfc5a.jpeg?q=70,Blue,0,Kechaoda
itel Muzik 110| 1900 mAh battery| Expandable Storage upto 32GB,"28,999","1,199",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display0.3MP Rear Camera1900 mAh Lithium-ion BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,4,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/q/g/k9-jumbo-k9-jumbo-karbonn-original-imagtj8ce62ymjam.jpeg?q=70,Blue,0,itel
"APPLE iPhone 15 Pro (Blue Titanium, 128 GB)","20,999","1,34,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/u/m/-original-imagugpcjfeuyhrj.jpeg?q=70,Titanium, 128 GB,APPLE
Kechaoda K33,"1,599","1,090",32 MB RAM | 32 MB ROM3.56 cm (1.4 inch) Display0.3MP Rear Camera800 mAh Battery1 Year Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/jyq5oy80/mobile/f/g/t/lava-gem-gem-original-imaff97jugshezbm.jpeg?q=70,Titanium,0,Kechaoda
Nokia 105,"3,699","1,599",4 MB RAM | 4 MB ROM4.57 cm (1.8 inch) Display0.03MP Rear Camera1000 mAh Batteryone year brand waranty,3.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/3/g/150-ta-1582-ds-nokia-original-imagugfe5rgakjeu.jpeg?q=70,Titanium,0,Nokia
GFive ROSE 10,"22,999",889,32 MB RAM | 32 MB ROM1.68 cm (0.66 inch) Display800 mAh Battery3 Months Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/d/t/-original-imagtcrvgbd2junk.jpeg?q=70,Black,0,GFive
Kechaoda K28,"22,999","1,249",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 Year Manufacturer Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/ka5oia80/mobile/4/e/v/nokia-3310-ds-ta-1030-nokia-3310-ds-original-imafrsgdgjxvjgpx.jpeg?q=70,Black,0,Kechaoda
"I Kall King Talking, Contact icon and Auto Call Recording","23,999",836,32 MB RAM | 64 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera1000 mAh Battery12 Month Manufacturer Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/y/7/12c-12c-redmi-original-imagzh5shtwsc7bs.jpeg?q=70,Blue,0,I
"OPPO Reno10 Pro+ 5G (Silvery Grey, 256 GB)","20,499","54,999",12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Full HD+ Display50MP + 64MP + 8MP | 32MP Front Camera4700 mAh BatterySnapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/u/k/spark-10-ki5q-tecno-original-imagqg9yvjgyzytf.jpeg?q=70,Grey, 256 GB,OPPO
Kechaoda A26_rose gold,"20,999",975,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB1.68 cm (0.66 inch) NA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Manufacturer Warranty,4.7,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/w/q/-original-imagnrhkjwg8ngzh.jpeg?q=70,Grey,0,Kechaoda
"APPLE iPhone 15 Pro Max (Natural Titanium, 1 TB)","25,999","1,99,900","1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA17 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/t/j/narzo-n55-rmx3710-realme-original-imagzufmktk2crzq.jpeg?q=70,Titanium, 1 TB,APPLE
"POCO F1 (Rosso Red, 64 GB)","1,499","13,499",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.7 cm (6.18 inch) Full HD+ Display12MP + 5MP | 20MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 845 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/k0lbdzk0/mobile/h/n/f/karbonn-k9-na-original-imafkcquxdnhckkx.jpeg?q=70,Red, 64 GB,POCO
Kechaoda K66 The Music House 4,"28,999","1,160",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,4,https://rukminim2.flixcart.com/image/312/312/l05lx8w0/mobile/3/z/e/k9-na-karbonn-original-imagcy8yhggn2vz8.jpeg?q=70,Red,0,Kechaoda
Kechaoda K60,"28,999","1,799",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera | 0.3MP Front Camera3600 mAh Battery1 Year Manufacturer Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/i/0/-original-imagnqpnhtwr8chu.jpeg?q=70,Red,0,Kechaoda
"POCO X5 5G (Jaguar Black, 128 GB)","12,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/y/7/12c-12c-redmi-original-imagzh5shtwsc7bs.jpeg?q=70,Black, 128 GB,POCO
LAVA A3 Power,"8,999","1,476",0 GB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display0.3MP Rear Camera2575 mAh Li-ion Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories In the Box,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/q/j/i/pop-7-pro-bf7h-tecno-original-imagzj59ykd7ckcs.jpeg?q=70,Black,0,LAVA
Easyfone Star,"95,999","1,169",32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) QVGA Display800 mAh Battery1,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/q/a2-23028rncai-redmi-original-imagtmv6zdtpjsxh.jpeg?q=70,Black,0,Easyfone
"POCO X5 Pro 5G (Horizon Blue, 256 GB)","23,999","19,499",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,4.4,https://rukminim2.flixcart.com/image/312/312/kqqykcw0/mobile/g/b/x/k112-k112-kechaoda-original-imag4zynzykwkwvn.jpeg?q=70,Blue, 256 GB,POCO
SAREGAMA Carvaan Mobile M21 with 1500 pre-loaded songs,"1,02,999","2,490",32 MB RAM | 8 GB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh BatteryOne Year domestic warranty against manufacturing defects,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/x/j/-original-imagmkjfhzjhfhhe.jpeg?q=70,Green,0,SAREGAMA
"vivo Y56 5G (Black Engine, 128 GB)","1,499","16,999",4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Dimensity 700 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/f/l/g/-original-imagtc5frtz9j7tb.jpeg?q=70,Engine, 128 GB,vivo
"vivo Y56 5G (Orange Shimmer, 128 GB)","25,999","16,999",4 GB RAM | 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera5000 mAh BatteryMediatek Dimensity 700 Processor1 Year Manufacturer Warranty for Handset and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/7/t/-original-imaggsezqmkqehan.jpeg?q=70,Shimmer, 128 GB,vivo
"POCO X5 5G (Wildcat Blue, 256 GB)","16,999","14,999",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/n/y/f23-5g-cph2527-oppo-original-imagsnyhgztffwne.jpeg?q=70,Blue, 256 GB,POCO
"Google Pixel 8 (Obsidian, 128 GB)","23,999","75,999",8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 10.5MP Front Camera4575 mAh BatteryTensor G3 Processor1 Year Domestic Warranty,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/f/m/-original-imagna3ezkdusyrz.jpeg?q=70,Obsidian, 128 GB,Google
"SAMSUNG Galaxy A22 (Black, 128 GB)","15,999","12,990",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera5000 mAh BatteryMediaTek Helio G80 (MT6769V) Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/j/m/a2-23028rncai-redmi-original-imagtmutrdy8jfvq.jpeg?q=70,Black, 128 GB,SAMSUNG
"POCO X5 5G (Supernova Green, 128 GB)","28,999","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/kulk9zk0/mobile/x/d/6/y57-y57-iair-original-imag7zrhxzpuckdz.jpeg?q=70,Green, 128 GB,POCO
"OPPO A78 (Mist Black, 128 GB)","15,999","16,499",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ AMOLED Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Black, 128 GB,OPPO
"MOTOROLA Edge 30 (Aurora Green, 128 GB)","15,999","23,999",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 50MP + 2MP | 32MP Front Camera4020 mAh Lithium BatteryQualcomm Snapdragon 778G Plus Processor1 Year on Handset and 6 Months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/l/g/-original-imagmefctrqmqjrp.jpeg?q=70,Green, 128 GB,MOTOROLA
Nokia 106 4G 2023,"28,999","2,345",4 MB RAM | 4 MB ROM4.5 cm (1.77 inch) Display1450 mAh Battery1 Year Manufacture Warranty For Device and 6 Months Manufacture Warranty For In-box Accessories Including batteries From the date of Purchase,3.9,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/m/u/-original-imagtc4hv5qhegyb.jpeg?q=70,Green,0,Nokia
"OPPO A78 (Aqua Green, 128 GB)","20,999","16,499",8 GB RAM | 128 GB ROM16.33 cm (6.43 inch) Full HD+ AMOLED Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 680 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/2/-original-imagmkjfjwtzhaag.jpeg?q=70,Green, 128 GB,OPPO
Kechaoda K66 The Music House 4,"1,790","1,160",32 MB RAM | 64 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display1.3MP Rear Camera400 mAh Battery1 Year Brand Service Center Warranty,4.3,https://rukminim2.flixcart.com/image/312/312/ked56kw0/mobile/j/y/9/nokia-5310-12pisx21a01-original-imafv2dvfhnnhzy3.jpeg?q=70,Blue,0,Kechaoda
"REDMI 9 Activ (Carbon Black, 128 GB)","23,999","9,299",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.59 cm (6.53 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio G35 Processor1 Year Warranty on Mobile Device and 6 months on Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/g/w/note-12-5g-mzb0eiain-redmi-original-imagpgr9ngapjhxq.jpeg?q=70,Black, 128 GB,REDMI
"POCO C50 (Country Green, 32 GB)","25,999","6,499","2 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.56 cm (6.52 inch) HD+ Display8MP Dual Camera | 5MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Helio A22 Processor, Upto 2.0 GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/g/2/k-66-black-pink-stylish-small-size-mobile-k66-black-pink-original-imagmfgygbmn4wmx.jpeg?q=70,Green, 32 GB,POCO
"SAMSUNG Galaxy S23 5G (Cream, 256 GB)","1,599","79,999",8 GB RAM | 256 GB ROM15.49 cm (6.1 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera3900 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/p/z/-original-imagcg22pf79cgau.jpeg?q=70,Cream, 256 GB,SAMSUNG
"SAMSUNG Galaxy Z Flip5 (Lavender, 256 GB)","1,999","99,999",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display12MP + 12MP | 10MP Front Camera3700 mAh BatterySnapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/c/t/lf9000-lf9000-lava-original-imaggx8apeqqqeyy.jpeg?q=70,Lavender, 256 GB,SAMSUNG
LAVA A1 TAMIL 2021,"23,999","1,126",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera800 mAh Battery1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,4.2,https://rukminim2.flixcart.com/image/312/312/k0lbdzk0pkrrdj/mobile/7/v/f/micromax-x809-x809-original-imafjsfjgynt3u9z.jpeg?q=70,Lavender,0,LAVA
"OPPO F21s Pro 5G (Dawnlight Gold, 128 GB)","1,599","24,989",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.33 cm (6.43 inch) Full HD+ E3 Super AMOLED Display64MP + 64MP + 2MP + 2MP | 32MP + 16MP Dual Front Camera4500 mAh Battery12 months,4.3,https://rukminim2.flixcart.com/image/312/312/ktketu80/mobile/6/n/d/iphone-13-mlpg3hn-a-apple-original-imag6vpyghayhhrh.jpeg?q=70,Gold, 128 GB,OPPO
"vivo Y17s (Forest Green, 128 GB)","28,999","12,499",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/1/3/m/narzo-60x-5g-rmx3782-realme-original-imagtkaekz4ghdr8.jpeg?q=70,Green, 128 GB,vivo
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","25,999","16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 750G Processor1 Year Warranty Provided by the Manufacturer from Date of Purchase,3.6,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/4/a/-original-imagqxtvs6e5zgeg.jpeg?q=70,Blue, 128 GB,SAMSUNG
"SAMSUNG Galaxy A12 (Blue, 64 GB)","16,999","10,978",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display48MP + 5MP + 2MP + 2MP | 8MP Front Camera5000 mAh BatteryMediatek Helio P35 (MT6765) Processor1 Year Warranty Provided by the Manufacturer From Date of Purchase,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/d/9/gem-power-lf9000-lava-original-imagpfmdmtt2czfu.jpeg?q=70,Blue, 64 GB,SAMSUNG
"vivo Y17s (Glitter Purple, 64 GB)","2,099","11,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/d/r/-original-imagmym54wrhzgpn.jpeg?q=70,Purple, 64 GB,vivo
"vivo Y17s (Forest Green, 64 GB)","28,999","11,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/t/i/12c-12c-redmi-original-imagzh5rmzryha6x.jpeg?q=70,Green, 64 GB,vivo
